distance_km,pickup_borough,dropoff_borough,hour,passenger_count,duration_min
12.23470190856245,Manhattan,Queens,17,1,48.21547706165443
6.966473968626313,Manhattan,Brooklyn,9,3,23.480941960256313
3.8877460977270326,Queens,Brooklyn,5,4,17.772017930234995
3.838638502272023,Brooklyn,Manhattan,16,4,19.183409446556926
10.927820791026543,Bronx,Queens,13,3,42.4858438260724
8.699651014817535,Queens,Bronx,8,1,27.695266349431915
6.7091512384367045,Manhattan,Manhattan,6,1,29.592647219803645
2.334356042197192,Bronx,Queens,22,1,14.372036693628589
1.8880431850424833,Brooklyn,Bronx,6,3,9.51073686229918
5.8147013564232495,Brooklyn,Brooklyn,14,4,23.370593157911223
1.9843785382222499,Queens,Brooklyn,18,1,14.92860039751638
0.6045768909367975,Queens,Brooklyn,14,2,5.886618655835027
12.000889185219458,StatenIsland,Manhattan,18,3,43.972668100016676
2.9508167533181178,Manhattan,Manhattan,7,2,13.126201504816661
11.844924632045261,Queens,StatenIsland,12,4,45.15605339374857
5.082896967091571,Queens,Bronx,8,1,22.173799875845326
7.362941774530657,StatenIsland,Brooklyn,18,2,33.23605718947738
12.064271806139962,Queens,Manhattan,12,4,46.881987124862064
9.246088311935637,Bronx,Queens,18,1,41.44489307497811
7.214155532777562,StatenIsland,Bronx,19,4,32.87919857544232
4.584433464865777,Manhattan,Queens,3,3,17.551705953615354
1.3350570909370916,Manhattan,Manhattan,16,1,11.133443082105996
11.204974678888673,Brooklyn,Bronx,19,4,45.733749789882125
12.388068820794725,Bronx,Manhattan,6,1,43.65965606921001
4.456398789128315,Brooklyn,Brooklyn,19,4,25.608357661201925
4.646198488842677,Queens,StatenIsland,11,1,18.073034714410156
12.45647806993087,Manhattan,StatenIsland,3,3,42.92179511170056
0.701818043969477,Bronx,StatenIsland,16,2,7.798442439867449
1.0776259297128263,Brooklyn,Queens,16,3,7.025692077953773
12.71571182818597,Manhattan,Bronx,23,1,41.728296544843865
6.012612520250364,Bronx,StatenIsland,0,1,24.289923576543764
5.92004669594973,Bronx,StatenIsland,18,3,28.43284510798401
5.376021719250948,StatenIsland,Bronx,23,3,23.0562517077984
4.576366390000279,Brooklyn,Manhattan,11,1,20.67945108511035
10.410211155902024,Brooklyn,StatenIsland,10,4,37.87347801544815
2.2397020759476343,Brooklyn,Brooklyn,9,4,15.20829374190284
13.154191071566425,StatenIsland,Bronx,19,1,48.84706065872135
14.907783208689303,StatenIsland,StatenIsland,12,1,53.00583738864042
12.154102897707004,Manhattan,Queens,1,1,39.394916220313505
3.6494090863851723,Brooklyn,Bronx,19,2,25.422461270406078
11.443797474715074,Brooklyn,Manhattan,1,1,41.65067953367648
12.74027445184927,Queens,Manhattan,7,3,46.25978825845784
2.1576304942344855,Manhattan,Bronx,22,2,12.403712724073937
9.37504794924526,StatenIsland,Brooklyn,22,1,34.69977696017141
2.485177143306469,Queens,Bronx,8,3,17.55030605242973
9.936908477509172,Bronx,Queens,21,4,33.54997987394833
2.9727163801500307,Brooklyn,StatenIsland,11,4,17.878271791685446
2.081577001091518,Brooklyn,StatenIsland,21,4,13.302044792020002
5.72030736018986,Queens,StatenIsland,19,3,27.395954169653812
5.151997326141906,Manhattan,Bronx,11,4,21.363942351574938
9.209087261970952,Brooklyn,Queens,17,3,40.24580943146533
8.101917323741635,Queens,StatenIsland,3,2,33.039847483710474
12.13764352247756,Bronx,Brooklyn,5,1,41.46910804591862
5.085861071018899,Queens,Bronx,2,2,18.76263233684399
1.4970140540449688,Manhattan,Bronx,3,2,7.065501257648112
10.935626083832036,Brooklyn,Brooklyn,11,1,41.199464894776625
4.953636175702462,Brooklyn,Manhattan,16,3,21.207913082342365
7.231486762414005,Queens,StatenIsland,21,3,30.328938447639437
2.458527013430839,Queens,Manhattan,5,4,11.001493286369286
2.5039094578559147,Queens,Queens,23,1,14.327719652032544
6.476587890601343,Bronx,Bronx,4,1,24.524932487822113
12.97155820759848,StatenIsland,Bronx,18,4,50.003491133555464
1.752546431981421,Brooklyn,Queens,0,1,10.065754852093137
7.455538235679433,Brooklyn,StatenIsland,22,1,30.444648024844838
2.1881828220650563,Manhattan,Queens,7,1,7.563634861749168
5.122672295356611,StatenIsland,Brooklyn,8,1,18.47178098141542
12.783396817787168,StatenIsland,Queens,5,1,46.22819888194512
12.793975057150455,Brooklyn,Manhattan,21,3,42.00921970064925
4.225889939590703,Bronx,StatenIsland,8,4,18.830286242572154
13.326308780113685,Brooklyn,StatenIsland,16,4,44.747511071212806
9.033843201398295,Brooklyn,Bronx,8,3,35.905443188981735
8.478806532478036,Brooklyn,Bronx,12,1,33.442123980625055
14.607047250799816,Bronx,Manhattan,5,3,53.018128325362284
9.616203405846631,Queens,Queens,21,2,37.59767068220929
6.5281936988116325,Bronx,StatenIsland,8,1,23.15323182513532
7.435650396002001,StatenIsland,Bronx,13,3,29.0271378133649
14.66995867255148,StatenIsland,Bronx,18,2,55.133642216516016
7.082595083658495,StatenIsland,Queens,14,2,28.686230589039678
4.103531907508733,Bronx,Bronx,16,2,20.677895930365235
7.577520041586438,Queens,Manhattan,3,4,30.34810827138903
3.6060845279806846,Manhattan,Brooklyn,11,3,14.65243784050751
8.282867493052258,Manhattan,Manhattan,19,4,35.3480187063261
12.959270047879182,Queens,Manhattan,0,4,45.969477990755244
1.2373808701314015,Queens,StatenIsland,22,1,7.522838905734056
3.2782943413806023,Brooklyn,Queens,19,2,18.989333640060156
11.298790251634973,Queens,StatenIsland,17,3,43.41141190782297
3.1592025943796007,StatenIsland,Brooklyn,23,2,11.302839368271986
3.4809208254522277,StatenIsland,Queens,6,4,15.764616954535061
9.045283295672055,Brooklyn,Queens,9,3,33.89244577753652
7.67326618726664,Brooklyn,Bronx,16,1,30.32681880314966
0.9559905217325151,Brooklyn,Queens,4,2,9.556631494078736
2.3144319016188333,Brooklyn,StatenIsland,23,3,15.71308490987103
11.680423998386681,Manhattan,Queens,8,3,41.851518670132734
6.9319307125526315,Queens,Manhattan,1,4,31.13802972657103
4.379997185722906,StatenIsland,Brooklyn,19,1,21.28399999069767
4.3399303439077475,Queens,Manhattan,5,1,17.735330169011288
10.337189212747667,Brooklyn,Bronx,1,4,40.49794962746614
10.278071769130241,Queens,Queens,4,4,34.00226019615493
10.750234779649395,Queens,Brooklyn,10,1,37.066297344907376
9.937173362668966,Manhattan,Brooklyn,16,1,34.41704598163282
7.443296659840455,Manhattan,Queens,3,4,27.594341730541547
6.403334673416355,Brooklyn,StatenIsland,13,1,21.491194184939758
4.422354656273924,Manhattan,Queens,2,4,21.966440384980576
3.729970570773795,Queens,Brooklyn,17,2,19.74816136220794
13.660715991678199,Manhattan,Bronx,12,1,48.855079876934724
1.035698187104002,Queens,Brooklyn,8,3,7.568699215388765
10.411246786391864,Bronx,StatenIsland,21,1,34.391210692929214
3.7826084691678408,Queens,Queens,19,3,26.710425856415355
7.178311008616134,Brooklyn,Queens,0,1,29.21672912420496
14.208093639466394,StatenIsland,Brooklyn,2,1,55.04574339708202
14.400137164061658,Queens,StatenIsland,9,1,51.47623682671186
4.0918564860930875,Bronx,StatenIsland,3,2,18.413732945495276
1.1844267824481371,StatenIsland,StatenIsland,7,2,10.887624764257694
14.579309184862147,StatenIsland,Queens,16,2,47.580724830187535
10.203173845257066,StatenIsland,Manhattan,8,4,39.13271176188248
12.537156332359803,StatenIsland,Queens,0,2,44.744741702770206
12.532234175120555,StatenIsland,Brooklyn,4,2,45.339432199393116
6.9954670577288525,Queens,Brooklyn,12,1,29.63748659136713
9.253324376283487,StatenIsland,Manhattan,11,1,36.21995676354274
3.714287425334319,Brooklyn,Queens,3,4,14.789815233608648
4.021490774552623,Queens,Brooklyn,16,4,18.351220033056638
8.075590268276748,Queens,Queens,10,2,32.15005718191459
13.162602962718733,StatenIsland,Bronx,11,4,47.68523741181038
6.220189155620256,StatenIsland,StatenIsland,17,3,27.3924580685354
4.987980542951692,StatenIsland,Brooklyn,16,2,21.432872218183515
7.473270551112193,Brooklyn,StatenIsland,8,2,25.633304080787827
2.1683517583321437,Bronx,Brooklyn,9,4,12.035235626143468
8.151116962738234,Bronx,Bronx,10,4,31.734105552881857
10.834315756624857,Bronx,Bronx,9,3,39.66201253177368
7.378702102653154,Queens,Queens,2,1,26.708683844605442
11.973705355054637,Bronx,Brooklyn,5,2,44.02361461514826
3.4556316778921583,StatenIsland,Brooklyn,15,2,15.805828385221835
11.201704585905023,Manhattan,Queens,20,3,38.67968001661582
12.45452325192571,Brooklyn,Manhattan,15,3,43.10124945342225
10.9674931105886,Queens,StatenIsland,3,3,38.05660116161484
11.437512354201269,Brooklyn,Brooklyn,14,4,42.36934053121994
12.60136277216213,Manhattan,Bronx,8,3,45.09283754010011
1.1901113225014521,StatenIsland,Brooklyn,5,2,8.036924460752996
7.233764118498144,Brooklyn,Bronx,8,1,25.04158282125591
8.876493465523135,Bronx,Manhattan,20,1,33.96129746514629
5.846096009218665,Queens,Bronx,2,1,21.75943723555211
6.860389749399547,Bronx,StatenIsland,14,3,25.26746789460945
14.104708949086051,Queens,Manhattan,11,1,47.10228140879768
0.9191089090168533,Brooklyn,Bronx,13,4,11.55184624985422
14.895351484485241,Bronx,Brooklyn,0,4,51.14553690802941
13.291956981000464,Brooklyn,StatenIsland,0,2,47.19781862613432
2.7923344750955725,Queens,Bronx,22,2,14.638323106858383
7.251227774741482,Bronx,Brooklyn,6,1,27.226423285766025
12.427281020190323,Queens,Bronx,17,2,51.23969129988528
5.439814216716673,Brooklyn,Queens,5,2,20.499615257431934
8.689454588567921,Queens,StatenIsland,16,2,32.05028150751057
6.087900965994918,StatenIsland,Manhattan,16,2,23.520884167657712
13.863653568867099,StatenIsland,Manhattan,23,3,47.436251660971934
6.284251287437469,Brooklyn,Brooklyn,23,1,24.877471453358986
7.018934724114808,Bronx,Queens,14,4,25.28060345616538
6.7730810445675385,Brooklyn,Bronx,20,3,27.459849136781784
8.174212945167103,StatenIsland,StatenIsland,9,3,33.26037568143808
13.946148790466683,Bronx,Brooklyn,4,2,48.719526460756185
9.127395439947367,Bronx,Brooklyn,8,4,32.78343711091976
0.7676619774863966,Brooklyn,Bronx,0,2,5.95766753659393
8.86682889874226,Manhattan,StatenIsland,6,2,34.88902952774004
1.2487252478303634,Manhattan,Bronx,10,2,11.211947352087895
3.905547012260341,Queens,Bronx,18,1,21.318097740970753
14.12838483169987,Brooklyn,Bronx,15,3,48.1831336851452
0.6401146763892053,Manhattan,Queens,3,4,8.997857729458568
14.759664213406174,Bronx,Manhattan,9,1,49.66325455875314
2.437347800586975,StatenIsland,Bronx,3,1,12.309020618737373
4.475085828126913,StatenIsland,Bronx,16,3,21.66991129014793
5.833423631090253,Queens,Bronx,18,3,32.215114861891195
12.459250608177326,Queens,StatenIsland,21,1,43.95825115221586
13.732237984016951,Manhattan,Bronx,14,2,49.90241929448858
11.690078568346234,Manhattan,Queens,12,3,42.079754979041866
4.470169615353595,Brooklyn,StatenIsland,6,2,17.49035302455738
13.014226952501382,Queens,Manhattan,20,2,47.91448979091994
6.95233410940714,Manhattan,Bronx,8,3,25.978093771895793
1.4583675314093867,Queens,Manhattan,10,1,9.74913716882987
7.716061144343976,Manhattan,Brooklyn,5,1,27.46199402914549
1.181703168625078,StatenIsland,StatenIsland,4,4,10.9764812008996
6.488476304852043,Manhattan,Brooklyn,5,2,25.40306507346361
8.410675738173719,Brooklyn,StatenIsland,15,1,30.249887822348164
3.011584388374123,Brooklyn,Bronx,23,1,13.913778296600467
1.304857229203739,StatenIsland,Manhattan,10,3,10.114040898216114
13.638405215202269,Brooklyn,Queens,9,2,49.05959158902475
10.12062853678335,Manhattan,Brooklyn,23,1,37.396192806044944
6.584471173717461,Brooklyn,Manhattan,19,3,31.064510340304768
11.45172804341078,Brooklyn,Manhattan,14,1,40.958614768063924
5.433722199530451,Bronx,Bronx,20,4,22.809878430508086
11.573852066615574,Manhattan,Bronx,10,3,41.394758649478824
9.047590463631341,StatenIsland,Brooklyn,0,3,34.069780205583406
4.82149122031958,Bronx,StatenIsland,3,4,20.984323879459804
11.417810770476372,Bronx,Manhattan,21,4,42.16716475609071
6.3407465240524195,Bronx,Brooklyn,22,1,23.092129110540036
9.663560065026,StatenIsland,Manhattan,19,1,39.9488827277011
9.022833657443467,StatenIsland,Bronx,18,1,36.130146024266985
